NorthVehicles,SouthVehicles,EastVehicles,WestVehicles,NorthWaitingTime,SouthWaitingTime,EastWaitingTime,WestWaitingTime,TimeOfDay,Weather,Emergency,TrafficDensity,CongestionLevel,GreenSignalTime,BestRoad
39,38,17,22,78,85,41,44,Morning,Clear,None,High,High,40,South
37,14,29,32,74,39,64,73,Afternoon,Clear,None,High,High,40,North
37,38,37,12,87,87,80,32,Morning,Clear,None,High,High,40,South
28,17,24,30,66,47,52,65,Afternoon,Clear,None,Medium,Medium,30,West
35,33,20,14,76,79,55,41,Afternoon,Clear,None,High,High,30,North
47,36,22,23,128,97,75,68,Morning,Rainy,None,High,High,40,North
22,35,32,28,48,79,67,56,Afternoon,Clear,None,High,High,30,South
25,20,22,37,60,48,59,86,Afternoon,Clear,None,High,High,40,West
49,46,26,17,153,162,97,62,Morning,Foggy,None,High,Very High,40,South
20,33,29,16,62,103,95,43,Afternoon,Rainy,None,Medium,High,30,South
33,19,51,43,103,70,148,124,Evening,Rainy,None,High,Very High,50,East
33,22,51,37,68,59,104,87,Evening,Clear,None,High,High,50,East
29,38,33,35,103,136,102,113,Evening,Foggy,None,High,Very High,40,South
8,7,4,6,32,24,14,33,Night,Rainy,None,Low,Low,10,West
10,2,0,6,28,10,14,21,Night,Clear,None,Low,Low,10,North
16,24,32,35,43,50,68,72,Afternoon,Clear,None,High,Medium,30,West
32,53,18,22,75,113,51,49,Morning,Clear,None,High,High,50,South
49,34,32,14,104,77,78,28,Morning,Clear,None,High,High,40,North
25,21,43,31,50,50,90,71,Evening,Clear,None,High,High,40,East
43,39,26,27,134,130,94,106,Morning,Foggy,None,High,Very High,40,North
0,13,3,13,14,41,17,29,Night,Clear,None,Low,Low,20,South
39,33,17,28,118,95,52,94,Morning,Rainy,None,High,High,40,North
47,55,18,25,94,120,43,55,Morning,Clear,None,High,High,50,South
42,36,29,14,130,119,99,58,Morning,Foggy,North,High,Very High,40,North
29,17,35,27,69,41,81,67,Afternoon,Clear,None,High,High,30,East
22,22,37,27,47,50,84,58,Evening,Clear,None,High,Medium,40,East
35,40,49,28,71,80,102,71,Evening,Clear,None,High,High,40,East
24,20,28,31,71,63,94,86,Afternoon,Rainy,None,High,High,30,West
27,31,20,21,83,105,75,77,Afternoon,Foggy,None,Medium,High,30,South
39,32,30,10,78,78,72,32,Morning,Clear,None,High,High,40,North
1,7,6,13,2,25,24,35,Night,Clear,None,Low,Low,20,West
26,26,37,51,55,59,88,115,Evening,Clear,None,High,High,50,West
34,40,34,33,78,80,78,67,Evening,Clear,None,High,High,40,South
36,29,57,44,116,111,180,155,Evening,Foggy,None,Very High,Very High,50,East
44,40,27,17,92,83,57,35,Morning,Clear,None,High,High,40,North
21,22,28,19,42,46,71,39,Afternoon,Clear,None,Medium,Medium,30,East
7,2,9,11,23,12,31,35,Night,Foggy,None,Low,Low,20,West
39,38,44,51,81,79,96,109,Evening,Clear,None,Very High,High,50,West
32,31,10,18,69,66,34,51,Morning,Clear,None,Medium,Medium,30,North
24,30,32,34,57,66,68,73,Evening,Clear,None,High,High,30,West
17,28,21,22,54,90,58,59,Afternoon,Rainy,None,Medium,High,30,South
47,26,31,46,96,55,66,92,Evening,Clear,None,High,High,40,West
42,28,24,16,97,61,52,34,Morning,Clear,None,High,High,40,North
30,21,51,50,65,48,105,109,Evening,Clear,None,High,High,40,West
20,28,22,15,58,79,62,48,Afternoon,Rainy,None,Medium,High,30,South
32,51,18,11,106,162,66,34,Morning,Foggy,None,High,High,50,South
3,9,5,2,9,49,17,27,Night,Foggy,None,Low,Low,10,South
32,32,16,14,73,75,32,33,Morning,Clear,None,Medium,Medium,30,South
23,28,17,23,58,64,40,49,Afternoon,Clear,None,Medium,Medium,30,South
33,45,27,17,73,103,58,49,Morning,Clear,None,High,High,40,South
29,20,33,32,63,44,68,73,Afternoon,Clear,None,High,High,30,West
32,27,35,48,122,85,114,159,Evening,Foggy,None,High,Very High,40,West
26,38,42,42,87,108,126,122,Evening,Rainy,None,High,Very High,40,East
48,35,25,10,102,81,62,35,Morning,Clear,None,High,High,40,North
42,49,24,23,89,100,63,51,Morning,Clear,None,High,High,40,South
28,24,43,43,67,56,86,100,Evening,Clear,None,High,High,40,West
52,41,17,15,105,95,46,44,Morning,Clear,None,High,High,50,North
38,49,19,17,117,156,72,66,Morning,Foggy,None,High,Very High,40,South
18,18,24,14,69,68,88,44,Afternoon,Foggy,None,Medium,High,30,East
2,12,2,11,9,34,15,32,Night,Clear,None,Low,Low,20,West
40,22,50,34,142,75,158,113,Evening,Foggy,None,High,Very High,40,East
44,41,21,11,102,95,47,23,Morning,Clear,None,High,High,40,North
10,1,3,4,32,16,6,18,Night,Clear,None,Low,Low,10,North
38,50,15,9,91,111,34,27,Morning,Clear,None,High,High,40,South
36,39,50,36,110,121,139,105,Evening,Rainy,None,Very High,Very High,40,East
28,25,42,47,67,60,89,96,Evening,Clear,None,High,High,40,West
54,47,31,27,164,128,90,89,Morning,Rainy,None,High,Very High,50,North
35,16,24,31,78,42,63,64,Afternoon,Clear,None,High,High,30,North
37,41,26,11,80,93,58,22,Morning,Clear,None,High,High,40,South
31,37,49,51,103,108,143,148,Evening,Rainy,None,Very High,Very High,50,West
27,18,54,27,83,67,147,81,Evening,Rainy,None,High,High,50,East
27,47,30,28,56,98,60,63,Morning,Clear,None,High,High,40,South
9,1,7,5,19,4,20,18,Night,Clear,None,Low,Low,10,North
43,31,33,45,94,71,76,103,Evening,Clear,None,High,High,40,West
23,33,21,37,61,79,46,85,Afternoon,Clear,None,High,High,40,West
30,20,23,32,111,72,72,108,Afternoon,Foggy,None,High,High,30,West
33,29,32,32,74,64,73,72,Morning,Clear,None,High,High,30,West
21,21,38,35,71,56,116,112,Evening,Rainy,None,High,High,40,East
50,28,27,12,103,59,64,33,Morning,Clear,None,High,High,40,North
44,48,35,21,90,106,76,56,Morning,Clear,None,High,High,40,South
52,35,18,28,153,98,54,81,Morning,Rainy,North,High,High,50,North
39,15,44,42,90,30,95,89,Evening,Clear,None,High,High,40,East
47,53,25,22,97,106,57,49,Morning,Clear,None,High,High,50,South
44,38,48,31,93,87,108,64,Evening,Clear,None,Very High,High,40,East
46,38,26,18,100,89,64,40,Morning,Clear,None,High,High,40,North
40,36,10,21,88,80,32,51,Morning,Clear,None,High,High,40,North
30,20,33,34,101,71,95,106,Afternoon,Rainy,None,High,High,30,West
33,23,42,44,72,54,87,91,Evening,Clear,None,High,High,40,West
16,25,20,26,39,56,45,55,Afternoon,Clear,None,Medium,Medium,30,West
44,21,43,42,101,55,96,89,Evening,Clear,None,High,High,40,North
41,22,39,55,96,55,78,113,Evening,Clear,None,High,High,50,West
42,49,12,15,114,152,43,47,Morning,Rainy,None,High,High,40,South
5,8,4,5,15,16,22,20,Night,Clear,None,Low,Low,10,West
46,47,16,10,98,103,33,33,Morning,Clear,None,High,High,40,South
14,24,18,30,43,61,51,73,Afternoon,Clear,None,Medium,Medium,30,West
55,41,37,17,116,82,79,40,Morning,Clear,None,High,High,50,North
53,33,14,28,114,76,28,60,Morning,Clear,North,High,High,50,North
12,13,0,15,35,39,11,42,Night,Clear,None,Medium,Medium,20,West
2,12,5,11,12,27,20,32,Night,Clear,None,Low,Low,20,West
29,35,51,47,59,80,115,97,Evening,Clear,None,Very High,High,50,East
1,14,7,5,13,33,15,16,Night,Clear,None,Low,Low,20,South
5,1,9,8,16,16,29,25,Night,Clear,None,Low,Low,10,West
31,12,24,28,63,31,55,70,Afternoon,Clear,None,Medium,Medium,30,West
35,33,54,49,71,67,118,98,Evening,Clear,None,Very High,High,50,East
50,45,30,27,111,97,73,54,Morning,Clear,None,High,High,40,North
38,32,35,49,85,65,82,98,Evening,Clear,None,High,High,40,West
26,30,44,35,96,99,147,125,Evening,Foggy,None,High,Very High,40,East
20,29,47,45,42,64,105,101,Evening,Clear,None,High,High,40,East
51,51,21,21,156,144,58,76,Morning,Rainy,None,High,Very High,50,North
5,8,2,4,22,19,18,11,Night,Clear,None,Low,Low,10,South
34,28,46,28,106,95,128,87,Evening,Rainy,None,High,Very High,40,East
2,1,1,0,15,5,6,2,Night,Clear,None,Low,Low,10,North
34,50,10,28,93,148,27,86,Morning,Rainy,None,High,High,40,South
33,41,34,8,79,96,69,24,Morning,Clear,None,High,High,40,South
52,28,28,22,109,61,61,55,Morning,Clear,None,High,High,50,North
24,32,29,25,54,70,67,59,Afternoon,Clear,None,High,High,30,South
39,30,51,32,80,73,116,66,Evening,Clear,None,High,High,50,East
7,7,4,4,14,18,14,17,Night,Clear,None,Low,Low,10,South
44,35,25,11,88,83,51,34,Morning,Clear,None,High,High,40,North
24,20,35,33,89,62,117,120,Afternoon,Foggy,None,High,High,30,West
38,35,43,32,78,70,86,71,Evening,Clear,None,High,High,40,East
29,25,21,20,62,50,53,50,Afternoon,Clear,None,Medium,Medium,30,North
37,20,35,54,81,43,84,115,Evening,Clear,None,High,High,50,West
49,27,23,17,107,64,56,35,Morning,Clear,None,High,High,40,North
23,34,21,22,52,80,52,53,Afternoon,Clear,None,High,Medium,30,South
50,32,31,11,137,93,83,45,Morning,Rainy,None,High,High,40,North
22,12,19,35,59,24,51,83,Afternoon,Clear,None,Medium,Medium,30,West
32,45,28,11,79,92,63,26,Morning,Clear,None,High,High,40,South
10,8,0,7,47,39,6,33,Night,Rainy,None,Low,Medium,10,North
34,24,22,23,80,56,46,54,Afternoon,Clear,None,High,Medium,30,North
42,44,31,20,121,137,86,64,Morning,Rainy,None,High,Very High,40,South
3,2,14,13,12,20,54,45,Night,Rainy,None,Low,Medium,20,East
22,35,49,34,50,83,109,72,Evening,Clear,None,High,High,40,East
35,29,31,38,84,66,73,90,Evening,Clear,None,High,High,40,West
28,38,38,32,62,86,90,64,Evening,Clear,None,High,High,40,East
7,1,0,13,22,11,9,32,Night,Clear,None,Low,Low,20,West
33,37,35,28,76,80,72,60,Morning,Clear,None,High,High,40,South
13,27,25,17,43,90,79,45,Afternoon,Rainy,None,Medium,High,30,South
22,22,32,30,86,72,108,110,Evening,Foggy,None,High,High,30,West
7,3,9,9,28,10,26,28,Night,Clear,None,Low,Low,10,West
31,30,40,40,62,69,85,91,Evening,Clear,None,High,High,40,West
36,35,28,22,108,108,79,68,Morning,Rainy,None,High,High,40,North
37,39,49,30,128,127,168,96,Evening,Foggy,None,High,Very High,40,East
3,0,8,10,27,5,24,28,Night,Rainy,None,Low,Low,10,West
20,30,43,39,68,101,117,110,Evening,Rainy,None,High,High,40,East
18,22,21,28,72,80,66,93,Afternoon,Foggy,None,Medium,High,30,West
44,40,20,30,103,88,47,71,Morning,Clear,None,High,High,40,North
41,29,39,40,83,60,88,81,Evening,Clear,None,High,High,40,West
29,28,35,27,63,57,80,66,Afternoon,Clear,None,High,High,30,East
54,41,13,25,111,82,36,58,Morning,Clear,None,High,High,50,North
52,31,16,11,107,65,33,28,Morning,Clear,None,High,Medium,50,North
17,24,21,28,51,71,58,81,Afternoon,Rainy,None,Medium,High,30,West
26,21,44,47,56,53,90,106,Evening,Clear,None,High,High,40,West
2,0,3,10,16,6,9,30,Night,Clear,None,Low,Low,10,West
36,16,25,26,117,54,88,102,Afternoon,Foggy,None,High,High,40,North
52,47,23,22,116,97,49,52,Morning,Clear,None,High,High,50,North
54,52,24,20,145,143,83,60,Morning,Rainy,None,High,Very High,50,North
46,50,12,32,95,107,27,79,Morning,Clear,None,High,High,40,South
35,37,47,51,80,77,98,107,Evening,Clear,None,Very High,High,50,West
44,38,27,21,94,90,58,55,Morning,Clear,None,High,High,40,North
42,15,29,33,92,37,58,66,Evening,Clear,None,High,High,40,North
26,27,40,29,62,63,86,69,Evening,Clear,None,High,High,40,East
24,41,27,49,61,93,58,104,Evening,Clear,None,High,High,40,West
33,37,15,18,117,114,49,75,Morning,Foggy,None,High,High,40,South
42,17,55,32,130,56,156,97,Evening,Rainy,None,High,Very High,50,East
45,33,37,31,101,79,81,72,Evening,Clear,None,High,High,40,North
29,31,29,26,98,103,78,70,Morning,Rainy,None,High,High,30,South
23,30,32,42,81,83,102,116,Evening,Rainy,None,High,High,40,West
23,33,25,26,49,67,61,57,Afternoon,Clear,None,High,Medium,30,South
24,27,22,32,50,69,54,64,Afternoon,Clear,None,High,Medium,30,West
34,33,41,54,72,74,96,116,Evening,Clear,None,Very High,High,50,West
25,31,37,45,87,94,108,139,Evening,Rainy,None,High,Very High,40,West
22,21,31,46,48,51,70,97,Evening,Clear,None,High,High,40,West
33,28,30,28,75,56,74,63,Morning,Clear,None,High,High,30,North
42,48,31,15,88,106,74,30,Morning,Clear,None,High,High,40,South
3,0,11,11,9,15,25,36,Night,Clear,None,Low,Low,20,West
41,29,36,45,150,113,134,158,Evening,Foggy,None,High,Very High,40,West
22,15,16,28,52,31,34,65,Afternoon,Clear,None,Medium,Medium,30,West
23,30,29,25,50,74,59,63,Afternoon,Clear,None,High,High,30,South
33,43,35,15,81,94,71,37,Morning,Clear,None,High,High,40,South
16,29,22,23,52,83,70,76,Afternoon,Rainy,None,Medium,High,30,South
31,39,36,13,72,85,84,29,Morning,Clear,None,High,High,40,South
52,41,16,14,106,91,33,40,Morning,Clear,None,High,High,50,North
37,26,32,19,113,81,86,62,Afternoon,Rainy,None,High,High,40,North
33,23,18,23,76,51,40,52,Afternoon,Clear,None,Medium,Medium,30,North
3,3,0,11,20,17,9,28,Night,Clear,None,Low,Low,20,West
10,5,3,8,45,27,12,21,Night,Rainy,None,Low,Low,10,North
33,15,17,21,99,45,60,60,Afternoon,Rainy,None,Medium,High,30,North
34,18,27,24,68,46,57,48,Afternoon,Clear,None,High,Medium,30,North
39,28,17,19,81,68,39,42,Morning,Clear,None,High,Medium,40,North
38,19,49,44,117,60,173,158,Evening,Foggy,None,High,Very High,40,East
33,25,27,25,73,60,57,57,Afternoon,Clear,None,High,High,30,North
11,4,3,1,36,16,11,2,Night,Clear,None,Low,Low,20,North
1,2,2,1,11,8,13,6,Night,Clear,None,Low,Low,10,East
34,32,52,44,77,76,113,97,Evening,Clear,None,Very High,High,50,East
53,51,33,15,152,155,95,58,Morning,Rainy,None,High,Very High,50,North
23,25,28,51,82,78,76,144,Evening,Rainy,None,High,High,50,West
29,32,54,52,58,72,121,104,Evening,Clear,None,Very High,High,50,East
35,19,27,22,81,45,61,45,Afternoon,Clear,None,High,Medium,30,North
5,15,1,7,16,56,8,22,Night,Rainy,None,Low,Low,20,South
25,24,34,15,68,67,110,51,Afternoon,Rainy,None,Medium,High,30,East
11,2,4,1,26,12,17,4,Night,Clear,None,Low,Low,20,North
24,24,13,34,57,58,30,83,Afternoon,Clear,None,Medium,Medium,30,West
42,34,18,23,91,68,47,54,Morning,Clear,None,High,High,40,North
6,6,6,7,23,20,17,23,Night,Clear,None,Low,Low,10,West
25,17,31,41,58,41,71,85,Evening,Clear,None,High,High,40,West
6,10,10,8,22,28,30,20,Night,Clear,None,Low,Low,10,East
25,32,51,46,51,79,113,98,Evening,Clear,None,High,High,50,East
33,21,53,32,80,52,110,64,Evening,Clear,None,High,High,50,East
52,43,22,11,161,151,80,54,Morning,Foggy,None,High,Very High,50,North
24,16,32,17,48,35,73,38,Afternoon,Clear,None,Medium,Medium,30,East
38,32,57,43,76,69,118,91,Evening,Clear,None,Very High,High,50,East
43,17,45,43,99,34,101,92,Evening,Clear,None,High,High,40,East
31,32,43,28,87,94,133,81,Evening,Rainy,None,High,High,40,East
0,2,6,9,5,7,18,33,Night,Clear,None,Low,Low,10,West
40,34,20,14,81,76,42,43,Morning,Clear,East,High,High,20,East
14,15,13,12,40,39,32,39,Night,Clear,None,Medium,Medium,20,South
52,33,28,23,176,124,105,93,Morning,Foggy,None,High,Very High,50,North
12,2,6,3,26,6,21,14,Night,Clear,None,Low,Low,20,North
5,9,8,0,12,22,19,0,Night,Clear,None,Low,Low,10,South
31,36,30,31,68,73,61,72,Evening,Clear,None,High,High,40,South
44,38,32,24,88,85,74,60,Morning,Clear,None,High,High,40,North
31,41,52,37,73,84,117,82,Evening,Clear,None,Very High,High,50,East
43,26,34,53,92,65,80,117,Evening,Clear,None,High,High,50,West
5,9,2,8,22,19,17,20,Night,Clear,None,Low,Low,10,West
51,36,23,19,108,83,48,53,Morning,Clear,None,High,High,50,North
37,38,44,42,78,80,98,99,Evening,Clear,None,Very High,High,40,West
33,31,14,35,106,90,40,98,Afternoon,Rainy,None,High,High,30,West
37,40,31,22,87,88,74,59,Morning,Clear,None,High,High,40,South
23,28,17,23,60,68,36,55,Afternoon,Clear,None,Medium,Medium,30,South
41,30,29,44,110,85,95,125,Evening,Rainy,None,High,Very High,40,West
43,36,38,43,89,84,82,96,Evening,Clear,West,Very High,High,40,West
41,54,24,19,124,159,72,68,Morning,Rainy,None,High,Very High,50,South
12,13,7,8,35,47,28,40,Night,Rainy,None,Medium,Medium,20,South
29,50,27,25,64,105,57,58,Morning,Clear,None,High,High,40,South
34,18,31,19,69,40,73,53,Afternoon,Clear,None,High,Medium,30,North
42,27,40,50,96,64,93,103,Evening,Clear,None,High,High,40,West
35,33,23,31,78,69,51,74,Afternoon,Clear,None,High,High,30,North
30,23,34,34,71,60,78,77,Afternoon,Clear,None,High,High,30,West
37,30,21,26,131,99,71,102,Morning,Foggy,None,High,Very High,40,North
36,32,32,17,134,105,120,66,Afternoon,Foggy,None,High,Very High,40,North
40,36,20,11,90,75,49,37,Morning,Clear,None,High,High,40,North
0,7,11,3,1,18,28,16,Night,Clear,None,Low,Low,20,East
55,40,16,22,114,83,39,47,Morning,Clear,None,High,High,50,North
18,12,27,20,44,33,63,48,Afternoon,Clear,None,Medium,Medium,30,East
22,33,51,53,58,74,115,113,Evening,Clear,None,High,High,50,West
42,32,28,8,117,101,75,36,Morning,Rainy,None,High,High,40,North
4,0,0,6,17,11,7,15,Night,Clear,None,Low,Low,10,West
42,36,26,20,128,113,89,62,Morning,Rainy,None,High,High,40,North
30,22,20,30,71,56,47,69,Afternoon,Clear,None,High,High,30,West
31,47,22,22,74,104,50,59,Morning,Clear,None,High,High,40,South
26,27,24,30,60,60,52,62,Afternoon,Clear,None,High,Medium,30,West
34,24,29,32,95,76,90,103,Afternoon,Rainy,None,High,High,30,West
14,36,17,38,49,108,55,106,Afternoon,Rainy,None,High,High,40,West
22,20,40,44,47,44,88,102,Evening,Clear,None,High,High,40,West
13,9,3,0,28,31,8,3,Night,Clear,East,Low,Low,10,East
51,44,19,30,102,95,46,72,Morning,Clear,None,High,High,50,North
37,43,22,23,78,93,54,57,Morning,Clear,None,High,High,40,South
24,34,15,17,50,71,45,37,Afternoon,Clear,None,Medium,Medium,30,South
3,1,0,5,6,12,3,19,Night,Clear,None,Low,Low,10,West
27,27,30,22,96,103,106,91,Afternoon,Foggy,None,High,High,30,East
53,48,21,20,157,133,67,71,Morning,Rainy,None,High,Very High,50,North
43,35,18,32,118,108,56,97,Morning,Rainy,None,High,High,40,North
34,35,37,20,91,113,110,59,Morning,Rainy,None,High,High,40,East
24,22,48,34,60,57,107,70,Evening,Clear,None,High,High,40,East
49,41,28,25,101,96,57,53,Morning,Clear,None,High,High,40,North
23,29,32,26,57,65,72,62,Afternoon,Clear,None,High,High,30,East
41,46,26,30,96,99,59,60,Morning,Clear,None,High,High,40,South
30,25,32,35,61,51,66,78,Evening,Clear,None,High,High,30,West
13,29,34,25,48,97,110,70,Afternoon,Rainy,None,High,High,30,East
29,29,29,20,79,86,97,64,Afternoon,Rainy,None,High,High,30,East
45,29,16,19,94,65,40,38,Morning,Clear,None,High,Medium,40,North
51,49,14,18,104,104,39,38,Morning,Clear,None,High,High,50,North
18,32,31,26,55,99,83,78,Afternoon,Rainy,None,High,High,30,South
35,30,11,16,74,60,30,42,Morning,Clear,None,Medium,Medium,30,North
35,19,32,33,76,53,74,67,Afternoon,Clear,None,High,High,30,North
19,27,13,30,56,83,41,89,Afternoon,Rainy,None,Medium,High,30,West
20,34,29,38,40,79,70,83,Evening,Clear,None,High,High,40,West
37,29,51,48,108,95,148,148,Evening,Rainy,None,Very High,Very High,50,East
32,41,57,32,64,86,123,67,Evening,Clear,None,Very High,High,50,East
32,27,45,52,64,61,92,110,Evening,Clear,None,High,High,50,West
39,41,47,43,81,83,96,93,Evening,Clear,None,Very High,High,40,East
19,28,33,13,62,82,98,48,Afternoon,Rainy,None,Medium,High,30,East
45,21,51,34,90,47,117,79,Evening,Clear,None,High,High,50,East
29,51,29,27,72,110,61,56,Morning,Clear,None,High,High,50,South
43,32,33,26,101,72,75,58,Morning,Clear,None,High,High,40,North
43,31,28,14,90,64,65,39,Morning,Clear,None,High,High,40,North
19,34,43,27,44,81,86,66,Evening,Clear,None,High,High,40,East
44,45,42,44,97,104,94,100,Evening,Clear,None,Very High,High,40,South
0,6,0,5,11,21,3,22,Night,Clear,None,Low,Low,10,West
46,39,29,16,94,82,60,41,Morning,Clear,None,High,High,40,North
10,15,9,6,43,49,37,18,Night,Rainy,None,Medium,Medium,20,South
31,22,44,30,64,58,93,72,Evening,Clear,None,High,High,40,East
4,3,1,7,16,20,11,27,Night,Clear,None,Low,Low,10,West
34,26,21,30,91,78,58,95,Afternoon,Rainy,None,High,High,30,North
25,20,23,30,64,52,51,75,Afternoon,Clear,None,Medium,High,30,West
30,22,29,22,69,52,71,50,Afternoon,Clear,None,High,High,30,North
46,40,52,30,98,88,114,65,Evening,Clear,None,Very High,High,50,East
10,7,1,5,33,22,17,10,Night,Clear,West,Low,Low,10,West
12,14,30,16,30,39,64,46,Afternoon,Clear,None,Medium,Medium,30,East
10,4,10,9,44,20,48,29,Night,Foggy,None,Low,Medium,10,East
25,36,27,21,53,76,67,42,Afternoon,Clear,None,High,Medium,40,South
46,50,32,12,103,102,73,39,Morning,Clear,None,High,High,40,South
49,50,31,25,105,113,71,60,Morning,Clear,None,High,High,40,South
43,37,15,17,101,79,38,46,Morning,Clear,None,High,High,40,North
48,42,51,52,159,142,161,180,Evening,Foggy,South,Very High,Very High,40,South
24,37,34,47,54,86,72,102,Evening,Clear,None,High,High,40,West
24,30,31,17,63,65,68,38,Afternoon,Clear,None,High,Medium,30,East
0,4,10,10,10,21,32,48,Night,Foggy,None,Low,Low,10,West
20,22,48,37,42,46,99,75,Evening,Clear,None,High,High,40,East
29,34,17,24,68,68,44,61,Morning,Clear,None,High,High,30,South
45,39,26,12,105,85,61,31,Morning,Clear,None,High,High,40,North
41,28,39,43,92,56,89,92,Evening,Clear,None,High,High,40,West
35,33,45,39,79,69,99,85,Evening,Clear,None,High,High,40,East
39,30,20,22,85,74,51,55,Morning,Clear,None,High,High,40,North
35,37,54,46,82,76,117,92,Evening,Clear,None,Very High,High,50,East
17,35,21,21,37,77,46,45,Afternoon,Clear,None,Medium,Medium,30,South
30,26,33,15,60,59,68,45,Afternoon,Clear,None,High,Medium,30,East
0,8,5,12,8,32,29,33,Night,Rainy,None,Low,Low,20,West
27,36,21,26,56,78,54,59,Afternoon,Clear,None,High,High,40,South
26,36,24,27,63,84,60,63,Afternoon,Clear,None,High,High,40,South
25,23,47,40,72,81,130,121,Evening,Rainy,None,High,Very High,40,East
32,30,21,23,90,98,56,70,Afternoon,Rainy,None,High,High,30,South
35,31,50,55,70,75,110,123,Evening,Clear,None,Very High,High,50,West
9,5,13,8,23,24,35,21,Night,Clear,None,Low,Low,20,East
36,30,29,26,81,65,62,61,Afternoon,Clear,None,High,High,40,North
19,24,27,17,62,76,83,47,Afternoon,Rainy,None,Medium,High,30,East
44,33,54,28,128,101,147,86,Evening,Rainy,None,High,Very High,50,East
20,19,49,49,74,58,145,143,Evening,Rainy,None,High,Very High,40,West
28,28,19,28,79,93,68,86,Morning,Rainy,None,High,High,30,West
9,1,9,5,37,23,48,31,Night,Foggy,None,Low,Medium,10,East
46,44,31,22,140,137,90,62,Morning,Rainy,None,High,Very High,40,North
29,29,35,43,63,71,77,95,Evening,Clear,None,High,High,40,West
24,42,38,38,80,131,125,122,Evening,Foggy,None,High,Very High,40,South
29,34,17,27,62,77,44,69,Morning,Clear,None,High,High,30,South
41,31,24,14,130,102,64,54,Morning,Rainy,None,High,High,40,North
13,26,28,20,29,62,57,49,Afternoon,Clear,None,Medium,Medium,30,East
31,26,36,46,87,81,105,128,Evening,Rainy,None,High,Very High,40,West
47,34,42,39,106,70,95,86,Evening,Clear,None,Very High,High,40,North
0,6,12,7,13,15,37,17,Night,Clear,None,Low,Low,20,East
55,37,26,20,124,89,60,53,Morning,Clear,None,High,High,50,North
6,2,1,1,13,6,10,3,Night,Clear,None,Low,Low,10,North
46,55,33,15,141,163,99,59,Morning,Rainy,None,High,Very High,50,South
39,37,20,19,89,84,53,40,Morning,Clear,None,High,High,40,North
34,23,38,54,124,85,136,167,Evening,Foggy,None,High,Very High,50,West
4,0,6,6,12,0,22,21,Night,Clear,None,Low,Low,10,East
40,34,30,25,110,109,90,74,Morning,Rainy,None,High,High,40,North
33,30,38,44,93,82,122,132,Evening,Rainy,None,High,Very High,40,West
3,3,0,11,21,17,13,22,Night,Clear,None,Low,Low,20,West
35,30,36,11,83,69,82,31,Morning,Clear,None,High,High,40,East
8,7,11,8,22,26,22,16,Night,Clear,None,Low,Low,20,East
41,28,19,18,84,67,38,47,Morning,Clear,None,High,Medium,40,North
29,25,47,37,62,64,97,80,Evening,Clear,None,High,High,40,East
29,19,30,22,67,44,60,48,Afternoon,Clear,None,High,Medium,30,North
29,43,43,43,89,155,134,134,Evening,Foggy,None,High,Very High,40,South
9,11,1,6,25,30,4,18,Night,Clear,None,Low,Low,20,South
28,41,45,46,61,86,98,93,Evening,Clear,None,Very High,High,40,West
29,29,33,42,105,102,125,130,Evening,Foggy,None,High,Very High,40,West
56,48,10,17,117,105,33,45,Morning,Clear,None,High,High,50,North
30,20,55,48,97,67,163,149,Evening,Rainy,None,High,Very High,50,East
22,35,35,38,64,110,98,116,Evening,Rainy,None,High,High,40,West
9,7,12,5,22,28,36,17,Night,Clear,None,Low,Low,20,East
35,25,21,24,76,58,47,48,Afternoon,Clear,None,High,Medium,30,North
54,31,32,16,173,117,110,57,Morning,Foggy,None,High,Very High,50,North
7,0,7,1,15,9,16,14,Night,Clear,None,Low,Low,10,East
41,42,20,20,90,96,40,50,Morning,Clear,None,High,High,40,South
28,25,36,35,64,58,72,70,Afternoon,Clear,None,High,High,30,West
5,8,3,0,14,36,28,16,Night,Rainy,None,Low,Low,10,South
4,5,12,10,12,22,35,35,Night,Clear,None,Low,Low,10,West
34,48,12,13,74,108,27,31,Morning,Clear,None,High,High,40,South
30,34,25,18,62,73,62,45,Morning,Clear,None,High,High,30,South
52,45,16,27,151,132,54,78,Morning,Rainy,None,High,Very High,50,North
46,48,25,22,165,156,88,69,Morning,Foggy,None,High,Very High,40,North
22,29,29,21,71,105,100,80,Afternoon,Foggy,None,High,High,30,South
31,27,57,29,69,63,114,67,Evening,Clear,None,High,High,50,East
8,2,4,10,21,10,11,20,Night,Clear,None,Low,Low,10,West
53,45,29,27,144,137,86,87,Morning,Rainy,None,High,Very High,50,North
31,49,25,10,67,102,63,33,Morning,Clear,East,High,High,40,South
23,20,28,19,53,46,63,40,Afternoon,Clear,None,Medium,Medium,30,East
46,51,21,12,124,152,64,37,Morning,Rainy,None,High,High,50,South
50,51,25,29,148,147,81,94,Morning,Rainy,None,High,Very High,50,South
40,36,53,48,122,110,152,147,Evening,Rainy,None,Very High,Very High,50,East
55,31,30,12,176,116,99,38,Morning,Foggy,None,High,Very High,50,North
41,45,21,15,88,92,52,44,Morning,Clear,None,High,High,40,South
43,26,33,48,97,55,71,98,Evening,Clear,None,High,High,40,West
31,22,31,32,106,82,103,119,Afternoon,Foggy,None,High,Very High,30,West
31,32,30,55,102,87,89,156,Evening,Rainy,None,High,Very High,50,West
